16
880 858
464 695 -723
643 592 157
466 22 602
223 868 -375
335 763 684
421 760 -155
689 410 -266
84 294 474
867 599 684
412 828 916
370 549 -154
339 307 -81
395 321 -178
194 98 399
71 5 660
164 590 -765
27 534 -845
389 241 -528
554 332 240
893 569 923
388 544 89
581 697 -11
261 714 713
275 788 18
37 72 803
493 304 -411
238 343 -786
58 238 -784
731 130 706
6 22 -240
411 148 -530
706 837 260
726 790 -546
660 19 412
58 428 -657
251 218 -817
569 117 279
400 95 -801
154 805 23
322 235 -256
278 327 -859
437 381 -999
362 816 -359
310 41 -541
265 877 722
883 825 340
481 859 231
765 227 303
775 888 321
537 126 -498
424 73 49
59 358 665
152 569 452
232 750 -658
271 783 579
861 491 85
511 199 577
863 434 -956
476 595 -160
241 584 470
551 635 -713
774 882 -825
334 482 -696
393 274 718
84 686 570
187 673 230
331 764 -716
475 445 -186
221 47 -836
617 520 645
134 883 -27
165 538 709
239 501 -433
446 456 156
887 267 -106
64 716 876
857 875 286
297 363 -57
297 790 478
869 883 -356
199 467 987
470 207 -768
559 46 -815
688 217 114
634 267 770
809 656 -690
605 355 984
217 80 217
710 103 -186
178 528 -152
469 767 -368
223 226 954
291 269 600
719 160 -54
198 75 -113
865 428 -432
639 696 -767
704 423 298
626 329 -417
294 510 515
310 473 843
347 571 763
514 353 317
11 564 -246
781 109 -964
491 180 78
195 494 185
477 765 -721
356 153 -551
201 764 -812
325 44 -313
26 173 607
410 579 -973
709 254 454
271 565 -666
620 286 288
282 600 581
477 276 956
398 80 506
673 12 -895
335 233 -619
543 575 389
53 595 -976
149 83 -470
61 238 790
153 151 -2
839 105 -425
188 352 153
371 612 452
207 772 60
502 512 840
779 38 -232
69 324 -794
662 223 -738
725 476 854
849 700 353
869 361 -815
432 724 168
254 91 -270
607 88 -380
130 894 -739
97 628 -425
805 536 217
822 770 649
675 233 -821
205 177 -911
339 575 692
567 627 -987
136 310 -18
430 763 -88
466 631 442
5 747 790
16 174 -274
199 876 345
805 404 556
3 354 -918
662 303 -135
787 761 -253
214 485 -317
382 485 284
560 7 832
885 521 364
140 158 976
872 152 -104
65 737 685
693 76 -751
845 153 158
207 131 -908
462 815 -613
821 330 -688
837 479 -524
281 365 711
20 518 249
467 393 858
94 551 608
483 427 612
332 678 585
484 847 -753
623 36 927
701 660 951
381 771 399
220 484 -260
82 26 948
23 822 870
733 104 -294
308 784 -686
257 690 672
489 68 -859
271 559 -899
790 542 574
261 820 951
816 223 -543
83 657 -861
420 391 -239
786 890 -103
585 185 -97
427 851 809
529 202 -368
173 843 -654
882 111 118
162 888 -479
420 39 921
201 379 158
348 180 35
578 517 -453
109 266 -388
728 797 -905
659 578 -849
855 894 745
572 873 356
307 137 688
397 735 497
176 255 835
554 278 622
501 711 -633
628 301 295
326 390 317
638 444 -560
655 746 -500
502 785 522
131 213 484
621 2 -286
91 134 -965
620 804 -982
57 772 -547
149 334 -802
254 551 737
777 511 953
180 502 -555
482 170 -997
160 710 -149
806 709 -925
816 293 1
869 285 139
8 119 -10
72 123 6
626 674 -392
204 359 -108
333 760 814
561 829 -466
102 505 -492
843 808 -853
357 50 109
354 143 512
787 424 255
702 543 326
440 491 402
236 654 -713
830 861 -813
471 847 -86
62 675 698
803 45 -68
757 303 -30
380 27 -678
695 142 -671
149 448 573
157 753 148
142 340 757
756 580 890
68 701 820
767 392 431
601 64 -312
505 147 -96
116 657 -974
39 165 -470
823 167 -844
747 842 -606
526 331 -60
586 681 -291
650 722 824
7 338 907
745 382 -826
473 491 108
387 357 -950
776 443 -407
300 716 -971
477 489 -115
680 478 -485
472 279 -810
431 534 133
523 494 -187
213 502 81
102 97 -221
328 743 -602
744 334 433
173 154 -770
446 282 984
604 313 -71
398 316 -420
810 284 64
839 461 -315
65 627 -842
843 337 884
828 740 609
672 815 -109
197 851 385
886 577 959
366 798 888
822 716 -396
162 82 -330
444 495 793
876 490 391
730 589 -259
271 662 188
730 780 -500
567 316 57
697 496 847
463 762 263
462 866 -561
199 23 119
595 103 -239
497 411 627
61 613 -942
544 712 -779
326 305 -680
475 83 422
139 746 -562
804 119 538
125 548 -827
350 419 269
847 9 -609
740 210 -146
640 310 282
779 575 -37
476 393 49
57 450 -351
371 576 337
504 617 -589
442 191 -518
397 672 -510
652 747 -36
594 349 -673
832 879 109
567 574 -667
16 376 -4
307 227 -425
776 867 663
74 486 -506
121 546 -972
581 317 -669
685 563 170
136 114 -46
85 196 562
436 291 -360
137 801 -739
324 627 -827
748 358 -120
710 270 251
577 50 -43
215 648 896
352 175 660
30 846 251
837 94 -83
167 343 -619
763 720 50
759 4 -528
526 763 251
435 314 -409
876 508 -707
389 630 -176
737 580 -592
334 886 -58
189 710 -156
229 834 -841
806 795 273
280 470 413
890 516 554
883 416 -915
818 555 -858
451 102 415
885 131 -708
623 807 815
172 430 354
140 894 -821
364 272 100
279 97 109
399 295 124
490 743 708
507 336 -927
635 825 -344
467 783 393
60 163 353
710 483 643
378 375 422
887 318 150
191 97 -536
794 784 849
793 494 229
636 86 -336
880 835 904
471 571 595
12 747 -715
444 752 259
56 479 -658
889 233 299
625 135 -606
554 854 -593
686 248 430
419 290 140
882 107 -767
684 785 704
487 602 -903
719 127 724
296 886 574
310 846 -495
399 188 -936
455 367 -289
682 376 -491
836 349 -843
415 514 931
802 532 309
655 420 -838
518 814 795
352 814 90
587 200 -44
777 119 241
293 491 -910
754 116 -794
29 755 23
867 754 -887
647 368 -116
808 166 -989
489 91 -91
519 651 -180
23 404 63
846 131 661
277 272 -715
401 622 -507
533 512 -567
743 36 540
598 619 -589
115 34 456
656 314 791
747 448 542
793 399 287
136 704 328
448 52 377
58 709 -347
749 753 243
767 18 -274
330 768 -136
518 355 284
337 101 874
205 373 524
289 585 93
151 421 557
417 544 -53
582 347 -705
557 86 761
295 625 948
697 686 456
388 462 642
224 327 800
104 408 148
749 523 -871
654 375 85
582 416 -865
266 843 -767
275 679 -498
444 110 241
409 327 516
597 105 -4
566 129 -196
377 713 676
785 633 922
664 735 -820
695 882 -386
173 830 471
865 260 651
803 37 762
84 255 539
723 867 -223
780 570 -171
561 601 -90
467 741 -657
17 738 379
258 386 835
456 752 -716
245 367 -765
129 645 -810
813 815 -602
257 659 -196
227 162 412
516 15 287
785 744 -703
659 21 953
794 255 672
36 321 -773
498 418 -338
299 252 143
822 555 -144
328 410 247
598 389 642
733 738 950
503 745 511
578 483 -220
563 198 -16
75 810 319
125 581 -558
414 63 318
99 247 -340
464 450 -71
140 444 496
24 669 818
89 552 -931
223 681 -696
533 639 -172
338 60 231
244 345 -681
881 675 -242
619 722 415
732 267 -571
39 308 -896
627 787 -410
648 259 124
40 430 97
619 792 -415
751 602 241
680 404 321
110 221 871
445 209 525
6 60 4
376 477 927
327 79 185
710 371 926
485 187 -514
797 407 958
107 276 745
499 155 -269
277 257 -890
130 704 -786
240 496 989
812 602 993
330 224 400
56 447 -2
241 181 -78
244 461 134
509 507 -753
465 757 -729
72 839 -274
450 237 301
305 81 783
613 327 -958
409 827 565
883 318 487
846 793 522
332 491 424
604 260 -551
45 491 239
625 654 -502
743 637 754
661 619 624
368 419 -45
27 22 -535
848 59 -371
486 894 -442
620 357 362
393 102 -140
206 348 -408
638 100 868
753 608 491
281 267 -113
599 648 4
804 874 258
530 171 -262
104 869 -155
733 21 -755
825 892 -698
803 856 -537
702 304 -804
717 406 -740
882 88 789
719 312 -407
353 674 888
307 168 563
483 783 349
515 657 -600
195 229 -388
804 261 -193
6 568 441
704 583 141
695 128 949
331 428 705
6 667 -957
344 267 -43
253 273 38
34 712 986
94 700 17
35 525 -406
103 217 -358
445 534 850
319 658 711
849 545 -874
377 806 962
541 97 112
162 630 732
319 606 570
772 266 823
666 692 213
255 451 772
709 113 -51
206 480 -923
727 434 -251
669 293 201
294 229 -389
265 499 -612
328 600 -95
540 152 46
758 694 400
64 54 415
4 221 210
893 406 607
117 266 338
843 767 250
471 684 77
269 481 -186
581 539 2
257 632 -558
846 474 32
222 201 806
14 10 852
816 247 676
96 597 477
55 171 -355
422 492 371
544 794 -667
583 299 -329
743 232 -63
78 14 492
863 775 -384
764 301 -587
770 573 -98
369 718 -27
702 570 687
635 315 590
350 257 457
376 722 -40
309 328 -632
777 384 -675
223 731 -144
857 10 -136
764 778 482
1 694 776
55 288 -224
169 172 143
853 846 55
729 45 -884
694 561 357
732 463 -661
545 521 665
859 541 -104
406 13 895
305 300 -152
221 509 -323
329 611 -715
314 102 -690
289 606 143
50 512 -408
92 175 -107
805 722 842
125 269 267
459 555 -55
868 193 -385
741 568 336
335 834 -9
600 398 690
832 752 403
126 646 -280
610 807 -792
729 384 -363
680 192 156
863 634 591
271 210 -477
279 177 -497
252 822 873
465 875 648
594 810 265
53 553 818
216 215 654
101 22 -444
295 538 -963
827 213 530
448 378 180
545 665 717
597 469 795
383 701 136
208 599 275
510 261 -309
855 625 57
553 105 -535
862 660 -261
59 446 -798
894 538 75
411 579 -703
32 844 469
508 450 -192
507 670 754
771 530 -592
480 558 652
617 198 -12
105 552 621
507 732 -582
724 606 120
311 114 102
854 809 964
748 13 0
817 538 916
880 15 285
265 162 137
461 148 365
581 391 -614
144 370 -332
179 252 472
668 843 925
284 785 -562
313 378 152
677 134 -43
2 344 550
86 542 -370
717 3 527
536 820 -626
275 398 767
502 604 -478
239 270 -986
588 551 -571
738 541 -202
544 660 897
693 369 -388
826 615 -132
485 492 617
30 217 -799
170 838 -138
566 237 -927
704 24 -102
125 243 371
290 807 851
85 497 416
462 805 -986
889 498 -929
211 397 -603
828 792 -614
778 783 -896
74 342 848
838 91 -373
66 300 177
296 680 -830
536 324 175
550 764 653
375 428 -117
119 207 602
306 659 -290
254 143 670
121 438 579
547 446 407
123 265 917
856 450 302
539 360 -931
767 327 -347
640 666 -836
568 847 894
24 857 509
605 657 593
867 144 -162
571 381 -792
93 617 -169
121 628 790
595 630 -711
594 158 524
678 89 -664
61 622 -785
361 255 713
8 543 -873
385 869 385
846 464 106
134 627 745
251 205 -824
116 40 -518
178 819 -591
568 497 711
145 79 -707
338 197 927
670 441 -810
107 593 262
134 323 862
327 348 977
644 670 -574
156 597 -518
674 876 -136
625 846 -169
137 871 872
616 204 -801
889 608 -743
704 755 -591
625 476 -495
820 490 897
206 156 -35
364 576 -603
322 741 617
176 447 -649
249 775 -996
583 431 -491
196 509 531
137 30 361
66 556 509
111 403 294
275 381 271
1 365 870
867 167 238
648 354 675
38 84 -636
642 621 -884
437 882 209
825 402 122
357 375 -62
641 800 510
400 147 215
812 894 -527
561 543 228
138 454 858
851 771 -883
495 584 -17
544 806 517
459 590 317
90 520 763
754 156 150
530 130 -715
708 7 379
361 550 456
514 176 -836
137 222 490
840 763 119
385 111 631
809 406 488
674 695 706
657 272 660
297 103 -101
804 191 380
881 862
681 453 -217
133 74 -435
732 874 -59
96 226 588
365 382 853
27 624 -863
802 830 23
590 523 -888
412 831 -237
203 796 -902
283 390 -755
400 796 -430
639 272 123
511 327 839
302 334 496
430 29 921
494 360 -320
347 82 525
159 157 -599
640 114 997
727 770 -522
398 69 905
396 629 437
355 877 -743
455 117 -853
735 697 -530
471 646 -555
296 458 -44
346 308 612
698 775 14
830 652 897
874 132 -862
240 311 566
613 531 -27
874 283 -661
773 342 -747
671 569 520
89 451 366
173 750 -794
821 357 12
351 715 -766
647 219 171
360 86 -40
565 24 -121
255 474 -247
790 442 -934
285 323 264
124 31 -989
398 467 -3
80 671 275
207 686 -458
539 497 -425
183 135 -387
621 105 162
870 169 204
160 562 994
196 326 474
273 322 -114
580 536 217
757 733 879
132 308 -382
101 791 139
717 297 -226
410 196 -410
652 748 -495
450 383 965
660 341 -164
146 689 -403
280 399 -645
658 237 32
846 232 -773
767 225 -316
115 758 -452
418 17 785
854 243 -813
220 194 -465
432 346 824
598 476 677
303 328 114
841 16 -607
658 32 492
595 509 -173
102 771 -473
58 298 829
507 398 747
273 303 -617
314 111 -337
758 778 886
398 518 166
125 504 -342
201 797 -140
413 210 -987
23 770 30
29 780 -343
492 530 -643
295 715 753
869 705 -586
625 266 -150
333 25 435
412 735 73
7 828 -727
650 27 667
10 246 -966
49 213 -891
571 755 -909
285 427 66
532 222 -801
32 590 529
810 282 -430
514 680 501
78 629 -303
277 221 85
635 513 964
396 353 -218
496 43 -605
537 329 655
48 792 -742
586 33 -860
788 181 -391
196 265 -435
97 300 -47
826 447 -249
237 452 624
244 494 -536
221 80 -634
787 153 644
642 398 -39
868 382 157
429 486 -422
323 86 -161
607 87 -97
386 357 -673
292 626 548
847 47 -680
177 431 926
841 551 151
450 592 422
100 583 608
476 322 -28
672 580 -629
116 227 -203
520 256 69
251 846 871
361 743 -661
351 721 133
673 844 -645
396 630 -752
677 267 875
357 277 898
550 566 736
283 90 730
108 822 -517
219 699 -655
42 557 959
250 756 -888
21 79 -326
394 160 792
352 703 52
194 42 275
149 811 -916
163 693 -426
47 167 186
565 696 759
111 225 227
685 432 11
588 843 101
436 560 -944
480 680 -108
870 871 -738
303 266 -937
403 42 637
242 91 -536
789 657 -246
820 506 843
359 468 897
646 467 -738
837 199 -862
380 305 667
839 459 -167
11 302 693
817 476 -530
463 388 -915
202 581 -618
707 296 397
648 441 904
624 111 -72
273 544 -225
258 525 -445
655 318 -702
807 675 18
609 682 683
706 539 -481
840 184 613
325 43 418
218 493 -230
668 824 224
820 272 560
540 293 -767
21 121 -227
652 760 352
467 67 445
185 532 -379
672 56 745
629 692 43
356 640 436
38 375 1000
582 830 -935
851 394 647
224 22 584
784 20 -484
859 557 -161
167 573 892
820 272 -592
767 268 -155
90 436 -678
431 40 251
836 844 -414
796 868 111
102 305 -697
330 281 -121
172 864 635
123 325 -108
556 355 226
754 493 -82
878 122 -985
311 299 -118
833 816 -516
148 450 622
392 486 -873
468 249 -372
396 57 707
665 795 -183
99 362 209
395 332 650
437 790 -195
747 509 -498
395 607 -681
620 600 490
659 320 270
845 21 -148
53 599 243
813 425 -289
57 403 -855
444 75 222
108 708 -296
751 251 -224
335 861 -95
715 429 817
67 18 -923
50 730 271
726 136 -254
46 837 343
89 799 822
612 122 -726
225 681 794
696 461 972
87 438 -410
130 329 501
390 385 814
388 440 220
490 114 -415
454 131 -575
793 428 -343
881 364 -313
84 164 215
711 199 -561
647 294 -169
865 878 -672
445 413 -374
813 510 -173
754 142 -612
628 171 -234
457 833 830
359 831 -953
88 394 -521
141 781 -370
99 784 429
517 253 -211
731 44 -819
231 493 -607
90 483 865
115 432 -856
453 846 306
865 544 -164
612 836 535
52 83 -374
834 169 280
30 352 356
230 14 2
753 861 -144
536 211 740
547 473 355
133 741 579
468 192 -975
733 784 926
698 531 -815
12 523 -368
702 405 -439
794 821 -711
799 409 603
718 18 824
409 553 861
789 381 897
91 706 -491
514 759 -338
62 6 663
36 441 859
300 671 -642
9 290 817
375 791 -202
538 540 132
515 111 447
336 536 -139
342 396 -894
299 149 904
592 708 -86
341 40 -826
791 515 -334
432 524 101
685 522 -262
723 413 7
775 556 -29
175 638 -677
597 521 590
275 105 -525
401 163 -108
858 626 -460
348 657 -766
147 454 -141
592 471 -254
365 529 -292
793 848 -627
392 799 -918
861 242 990
405 699 -409
416 795 526
648 834 123
784 99 309
101 464 224
226 838 -582
354 527 852
58 275 543
453 515 -861
24 121 -577
112 35 -540
704 166 -612
78 648 982
851 245 779
769 869 291
580 152 -8
459 86 -529
371 137 543
593 13 275
556 214 226
289 725 799
650 81 479
375 390 109
420 253 -682
502 582 -25
222 11 905
755 373 -94
797 494 -213
318 794 -125
358 300 -55
692 867 -635
316 613 -87
818 190 -121
45 527 668
605 217 -699
183 463 -666
541 534 -204
8 352 -688
205 653 -266
107 642 -575
197 866 -623
871 370 -800
409 487 294
464 4 -195
668 131 -109
680 551 849
664 493 762
820 317 45
347 854 -464
787 468 28
493 253 -500
254 801 -608
270 89 -819
716 156 -591
271 797 504
708 837 -170
703 359 -772
445 400 639
404 478 -721
781 519 570
455 868 -691
607 460 465
697 455 877
543 772 572
31 725 771
734 476 -665
403 278 208
757 555 -28
366 266 -493
104 611 -519
407 122 -986
648 272 -406
318 42 198
68 417 -336
286 28 524
404 270 992
867 425 -455
19 359 773
537 666 306
48 396 -466
476 114 -151
877 679 -580
174 565 838
669 624 -135
515 48 670
252 62 -995
484 461 -421
253 596 548
653 239 16
109 333 137
599 302 -17
626 155 -576
250 592 -363
766 559 -199
635 763 354
802 44 -350
336 772 -35
863 537 831
716 825 -579
51 299 -402
754 306 574
221 446 755
842 78 -218
642 197 -159
16 639 624
723 593 -885
612 471 -487
823 676 -486
253 709 939
443 568 556
340 782 -710
382 457 848
628 166 -96
83 458 455
230 127 185
721 460 -879
331 361 346
333 403 245
425 491 -161
585 594 -673
74 149 611
620 763 765
611 667 -448
82 657 962
343 501 -67
40 722 921
517 462 -955
278 528 -421
728 805 222
217 630 -251
408 404 44
306 859 233
657 338 800
231 238 -786
119 702 -301
238 531 -650
556 237 -419
652 830 223
468 693 -624
724 169 47
526 580 -369
877 510 553
834 368 682
366 94 -322
632 271 950
584 462 -169
267 400 -978
661 724 -566
752 732 -411
700 282 456
670 176 -683
571 557 488
683 814 911
336 852 91
385 620 554
22 219 641
458 491 145
835 270 -987
409 109 575
682 570 738
742 830 -793
853 87 -589
665 803 789
163 571 817
656 261 872
718 540 -592
93 391 -699
241 515 -752
164 21 762
822 858 -258
302 260 -179
112 181 634
52 164 -934
206 490 -620
506 259 -347
841 393 -799
858 41 205
769 403 298
724 525 914
386 649 13
775 36 714
159 540 -607
405 654 831
510 537 -91
869 736 -688
863 735 -428
745 817 -139
68 188 -802
694 3 527
332 22 695
477 525 -62
618 317 -332
663 442 -416
671 126 -157
47 498 696
99 392 292
228 649 687
7 474 -315
553 159 13
383 62 -886
273 395 -901
689 43 -83
850 830 262
606 19 103
851 529 -713
866 243 -90
247 799 494
667 297 -636
484 551 608
29 872 68
633 310 843
534 169 50
56 616 -186
362 785 -34
523 588 891
47 654 727
303 842 -678
301 652 -263
494 830 -999
523 373 882
553 178 -592
74 778 -356
196 697 832
747 42 657
205 408 472
834 258 -547
216 378 -245
369 558 -899
781 485 334
239 659 -311
864 108 354
209 638 -912
553 41 539
583 321 194
579 843 -55
87 817 -228
204 633 -450
410 578 -729
754 138 -152
312 211 -549
418 788 -41
518 18 -101
115 455 61
22 881 -726
218 840 64
504 741 -739
222 117 513
416 341 -688
589 159 -411
855 506 264
184 209 -369
706 724 -99
699 722 488
77 339 -318
674 688 275
710 769 895
258 398 222
215 400 211
263 189 558
751 702 913
374 849 -554
469 337 -604
159 513 91
850 777 -141
829 846 951
467 429 -72
687 143 948
20 156 -562
809 296 125
470 28 235
690 621 -473
88 559 834
74 177 293
804 9 -211
831 585 211
340 749 -521
228 658 993
607 656 -499
478 325 970
433 256 816
90 498 -661
725 490 943
195 519 83
439 134 981
626 64 -674
554 376 -637
166 136 -455
282 878 -808
620 137 66
504 512 973
560 61 -832
308 204 -599
363 881 -901
392 751 -659
659 452 590
528 739 76
556 330 -506
269 581 615
866 703 -68
684 496 -216
405 669 -751
638 432 -994
359 333 34
861 185 369
857 128 995
254 774 769
7 73 954
250 124 -967
35 220 -346
681 33 -651
26 804 -263
541 838 -693
822 869 -653
344 44 -673
87 430 329
857 509 -275
64 250 -494
836 421 -593
365 89 -269
512 801 684
122 193 148
315 699 501
95 450 -511
272 457 -884
456 406 -365
536 707 -179
307 240 -755
797 665 -994
551 595 -209
578 519 -497
656 417 459
688 677 -291
28 182 -248
595 847 -965
498 779 729
326 401 -431
673 208 -664
359 40 -227
680 794 -820
481 260 -515
641 247 -943
387 414 -753
609 41 328
369 722 117
285 274 135
22 485 -585
777 728 90
771 717 -722
830 723 547
789 657 -60
297 522 -306
820 552 -954
658 442 10
576 428 -264
543 317 -921
190 578 842
745 800 -831
594 762 652
486 190 -994
174 699 954
264 453 301
707 350 606
40 61 978
771 79 743
449 785 546
779 472 -563
670 637 -587
759 509 -241
340 337 -280
367 554 117
316 144 -808
50 449 -726
643 368 930
723 54 817
258 543 412
208 574 -193
352 664 -368
399 190 446
753 234 683
171 656 -607
649 170 271
808 851 -441
592 853 597
417 672 -366
181 698 855
674 4 526
820 612 906
184 270 -251
340 171 -271
694 311 -239
81 465 -462
66 473 324
842 867 251
251 70 -512
505 254 512
351 474 861
45 301 -73
173 472 795
435 138 648
799 697 401
703 472 -992
12 283 28
475 267 720
513 806 442
262 129 -329
76 626 -97
535 314 -599
166 548 471
47 265 255
806 862 -927
532 272 -189
151 1 -180
337 503 -913
59 419 901
710 24 -190
381 388 -79
261 826 -952
741 339 116
821 269 391
438 570 787
769 550 566
537 74 -82
645 96 -213
436 587 346
714 186 -288
806 409 -736
453 563 228
10 22 206
689 71 -636
563 469 613
681 167 478
850 747 390
383 34 -140
185 529 -847
773 703 -880
365 293 284
465 730 -973
854 292 -116
630 408 -891
591 541 149
592 774 548
251 698 -84
644 681 -439
61 134 370
163 631 308
786 339 962
514 443 -47
60 66 -913
414 218 294
568 154 -415
65 472 -844
174 320 742
196 378 -615
709 501 642
259 669 550
624 285 746
713 199 -401
856 316 -24
675 634 -277
549 583 855
474 807 358
185 85 -735
527 72 651
289 120 556
45 458 119
563 513 910
506 598 903
415 247 -173
627 530 -293
64 512 807
326 589 -251
371 720 -239
34 853 -747
234 809 -642
837 822 720
661 370 755
677 313 -653
641 466 845
401 623 -215
690 510 -652
446 269 250
676 372 996
497 536 898
829 53 238
3 808 836
434 328 -474
848 384 -106
107 811 -667
41 209 -26
41 609 -910
482 589 -292
825 265 -447
263 475 -827
724 397 -443
835 376 -500
837 792 149
354 538 730
854 207 266
342 33 -218
188 20 943
29 421 -620
262 183 -520
474 800 -313
272 103 -505
804 554 -563
342 83 479
573 31 -153
431 753 -322
223 381 387
503 204 251
142 223 302
108 515 -735
756 345 -480
871 194 -748
586 252 543
180 82 819
130 653 950
311 158 -705
573 370 -522
331 352 614
617 206 41
376 818 925
439 123 438
17 422 -521
478 61 529
671 388 -794
447 541 -993
632 672 443
804 921
309 688 -385
447 375 460
594 123 -191
328 267 2
25 14 -733
178 512 103
209 781 847
333 257 -710
370 701 453
297 124 -19
189 474 781
503 583 338
788 297 107
225 598 21
482 577 334
240 803 262
402 277 -706
800 721 673
484 444 823
719 607 -485
467 573 453
145 226 525
547 513 -57
721 804 -312
223 255 -335
681 250 711
119 348 835
412 556 629
566 562 376
605 30 -10
298 376 464
315 6 -823
478 688 -737
578 496 -980
252 435 -714
758 382 731
381 239 -92
19 409 339
151 408 399
109 558 -989
385 68 -53
11 65 555
593 326 -529
159 179 390
705 361 -615
737 352 -635
253 533 -673
589 118 117
173 798 820
169 420 -676
236 730 98
713 85 -197
12 778 -647
612 764 -764
319 619 757
708 242 -205
284 643 135
440 617 179
260 578 297
438 301 -537
671 325 704
345 397 -976
620 244 524
268 411 607
339 412 -692
284 634 -896
801 294 -384
520 11 395
273 603 832
12 191 -853
685 253 -927
431 509 672
265 384 143
183 641 -296
325 555 570
47 285 -305
678 646 -556
242 662 -919
615 661 -361
744 116 -735
571 557 -483
27 16 941
194 311 -271
203 324 543
83 665 863
620 509 667
740 713 920
682 647 551
346 509 916
221 289 40
479 299 526
587 74 815
220 682 -104
627 777 259
792 552 -188
399 189 264
277 275 158
696 353 -635
582 164 -353
437 167 128
793 212 19
581 163 697
667 197 541
109 351 345
395 239 837
782 34 724
184 279 -36
192 271 129
12 622 -355
162 726 -12
275 774 -584
194 276 -975
768 15 -803
430 340 -633
330 171 -725
264 580 761
172 607 -559
144 731 -319
17 518 -41
152 682 -638
609 284 -428
422 777 492
438 250 -189
395 57 814
449 511 -965
533 296 -509
579 617 428
491 265 29
434 94 -353
563 349 -642
702 549 -137
744 28 -77
631 160 -367
476 443 -786
330 552 159
658 92 -143
547 391 -110
150 771 -472
21 328 495
477 216 -154
798 557 -714
31 229 -21
486 351 761
28 168 635
324 701 -952
787 686 282
374 370 -82
635 87 -710
734 449 647
563 739 962
514 33 20
634 326 116
12 16 -990
241 219 -161
499 342 938
346 690 -534
568 567 -644
22 793 644
443 769 -646
342 109 818
640 44 622
626 591 617
71 491 -315
454 179 431
315 576 854
95 497 25
772 325 -785
240 207 539
600 629 1
76 673 9
155 349 751
293 758 -503
584 159 -874
488 679 528
170 484 -628
156 712 503
787 738 128
39 249 595
116 126 -578
372 321 -386
616 349 228
394 172 466
451 152 -928
78 469 786
645 443 -7
269 132 613
247 10 456
478 731 -5
582 370 849
770 455 144
383 494 -712
423 126 -132
346 510 482
349 88 327
371 425 -49
427 378 93
464 368 680
377 570 445
484 172 647
675 713 -188
516 385 -462
103 455 310
57 637 -549
243 667 -915
640 512 634
543 301 558
647 228 -849
278 770 -693
408 779 -133
581 766 99
197 29 -348
76 386 -602
634 429 925
351 103 -350
473 719 257
460 202 419
450 559 -968
742 512 -874
636 473 -512
705 194 -411
481 686 -602
464 522 104
402 434 -692
126 716 867
736 84 568
708 164 785
304 63 453
760 279 -117
751 800 746
389 635 494
697 19 -740
462 245 247
588 698 -15
164 589 58
115 642 791
289 723 -37
608 218 -196
268 250 168
632 803 875
610 439 -171
16 720 -762
504 410 74
508 346 318
701 183 -82
516 644 -213
272 504 -932
272 270 -181
87 294 753
117 170 -696
91 631 104
403 481 86
44 779 -170
628 667 -581
620 224 264
797 315 -238
719 289 620
77 512 -872
119 510 -81
686 594 -642
799 528 -561
117 85 -490
380 622 447
162 541 497
592 96 -513
443 638 393
338 311 -642
241 575 -402
138 281 -875
543 295 376
385 320 -35
473 65 -465
660 267 -597
156 743 -284
33 539 -389
513 86 382
284 452 702
142 287 34
33 389 -799
780 305 -17
269 334 801
668 639 489
671 569 111
546 311 -445
339 114 -9
674 201 487
506 673 992
24 489 -541
98 688 -449
583 788 -527
227 592 494
549 603 213
637 598 109
368 688 363
802 294 -918
782 66 -604
343 154 -556
262 20 498
220 280 701
149 284 546
167 476 20
191 247 696
249 606 -69
276 630 207
101 80 517
631 578 84
408 752 -144
36 490 144
491 184 571
359 441 -884
473 126 976
20 431 278
571 697 677
644 169 671
229 667 278
779 661 -33
540 710 -890
63 310 539
713 413 985
683 687 303
472 658 -326
574 420 -328
277 49 284
682 793 614
264 630 -244
292 584 420
796 82 -205
634 267 -560
384 342 512
61 327 -868
183 163 662
176 47 -352
531 311 -395
86 644 931
434 771 409
358 313 409
311 789 271
463 474 -107
470 477 613
568 784 529
364 321 808
575 729 -121
21 380 928
64 256 -881
31 306 77
352 18 875
605 500 -941
70 220 434
311 556 -836
738 509 -863
331 496 71
396 92 450
449 228 90
558 691 -995
400 180 617
473 268 -425
475 654 -106
685 724 -460
691 210 -153
267 490 -486
47 379 -743
206 598 -996
694 428 69
444 687 812
186 464 122
609 577 490
609 376 838
425 293 741
270 512 374
687 754 3
344 615 426
680 507 -613
106 674 460
184 266 76
532 38 158
573 734 501
536 628 175
20 308 645
587 372 202
550 113 375
310 233 -545
18 621 592
699 107 -693
562 287 478
596 557 -174
332 454 303
145 481 -460
801 758 -973
605 765 586
776 568 117
541 563 -172
530 792 -245
659 74 806
534 666 -749
602 78 528
515 570 -599
498 117 812
470 269 998
554 628 -502
266 203 -130
362 284 -260
95 777 942
477 55 660
535 772 -457
152 146 -910
763 272 740
112 786 -14
614 437 110
592 608 -256
514 287 670
4 340 -826
799 406 -102
169 575 -627
499 356 784
343 30 875
471 698 -826
753 462 1
192 386 -856
97 199 794
163 188 -454
7 747 -915
735 703 429
491 134 734
137 549 -126
126 276 -124
328 609 371
98 781 511
269 4 -52
272 281 407
629 771 765
738 448 577
424 312 516
595 531 -864
258 640 891
167 554 411
90 123 56
340 263 130
44 264 140
651 286 -180
476 255 787
690 392 -179
197 680 -527
519 752 -569
791 679 -80
252 195 -851
344 722 -113
153 344 -74
448 12 747
