9355 28302
8903 389 10
3118 6793 -63
6979 8104 -216
8198 8340 467
6616 2226 622
8033 5940 248
800 6118 -455
5418 7082 406
2626 3365 430
2196 7190 938
5524 9049 -484
4320 4558 -742
8387 5332 -712
5111 2917 -895
7619 3092 -50
8034 4956 587
622 877 159
2755 1472 -792
2576 6496 -961
3967 9182 -124
7304 2917 -482
7965 822 728
1271 6791 -176
772 2731 -85
2704 1064 -651
5677 2988 730
4471 6422 850
7932 4404 -763
8666 7233 -339
8190 7490 -335
3473 8756 219
7416 5247 783
4505 2896 -156
8515 3757 127
2591 7491 871
7987 7520 -886
8819 8702 263
4154 1273 640
6775 8299 817
4899 1360 346
8480 268 533
4920 764 256
4804 1798 387
7383 351 -826
2229 7398 29
4805 8372 -874
6395 3045 -389
5977 5563 169
1757 4902 798
2926 8944 -150
7407 6651 495
6388 3227 471
9176 865 -736
2242 8367 133
5981 1435 -977
2213 4198 794
8756 8195 672
7930 4304 109
1659 3164 -165
4239 1134 -578
616 30 614
5495 1472 -596
7536 5293 309
140 6818 685
7365 1100 -585
9234 3336 461
1817 1337 959
6559 2185 111
4402 8749 -674
3239 6311 -548
6007 4992 457
6217 5284 485
2263 1536 774
1559 44 993
785 3594 456
2243 6149 -289
1467 5135 -224
7010 5285 -874
7615 5626 -812
5965 2862 55
4123 5146 -500
3287 1702 -143
3015 3672 449
3516 893 -916
6631 4960 872
4688 9091 -712
2978 7236 -741
1588 4358 161
4023 4944 -931
8097 4047 -162
7303 8018 709
1230 5294 798
2052 5392 -591
438 6079 -484
273 628 516
4324 7994 975
6719 6370 -522
3112 446 958
2713 1635 -647
4951 5265 334
4526 3888 787
1918 4833 661
6032 1188 951
9068 7726 985
2898 2170 374
8855 3186 204
7462 1628 -500
3075 6192 -232
575 5761 -907
2808 4292 -930
6345 4131 -197
7804 5336 344
2197 4786 -170
5974 1462 66
5366 3390 -140
8306 1986 581
3654 3617 877
62 3211 566
6230 8881 -279
4036 1568 121
4252 6928 -297
6580 7862 380
501 244 -507
510 1173 -128
5789 8938 559
6863 1202 116
1032 3720 -830
7733 8832 -841
9345 1705 709
9281 4426 -599
8477 6944 910
881 7849 678
7842 2589 -687
2043 7343 -742
1997 158 573
2220 1956 -950
7347 503 677
4569 4923 -122
4448 2597 386
1644 2571 257
135 8175 340
4721 4245 725
3695 3579 -133
8439 7114 415
4130 1366 -158
314 6449 205
134 4567 -628
4827 7249 -46
4313 4809 -977
1440 345 -348
339 4496 -461
7181 64 598
4311 2317 662
5757 8768 79
1511 4576 -678
4973 7671 256
8601 8546 -930
6061 803 531
5171 6158 -484
8952 4040 -889
6023 5884 327
6818 5430 77
581 8553 821
1299 6870 233
8481 4536 -407
5762 2478 -335
1947 6266 -762
3681 7705 -465
8217 5485 -233
737 8390 -67
5016 3348 947
7793 1505 334
9137 6959 288
4758 1424 -351
6909 4278 552
1613 3342 -1000
223 6168 -532
8720 2021 427
146 3375 -436
1075 2604 -865
4275 1936 223
7100 3109 -777
5950 1315 294
3331 7864 -628
7699 1824 -174
7587 8762 -732
1957 7574 627
4877 6106 -373
2304 1561 810
2332 8727 -47
4680 7095 742
1548 5179 -957
4589 8246 156
7576 3453 662
1085 4830 -123
6084 4026 -530
3477 5126 241
4011 3804 -372
1919 3824 251
4314 8500 167
6663 2896 361
5673 5009 -39
8848 4356 742
5230 6623 766
2298 6810 -315
4165 6423 -923
4633 6494 792
1247 2288 927
3264 703 580
4581 905 -193
7190 3357 -529
840 368 -442
7416 575 89
746 8969 837
9221 6499 36
6302 1968 676
3979 7798 -494
3323 5622 -427
6312 210 -915
1332 4034 -518
7099 8500 -409
8808 3328 631
7274 2930 630
1475 5370 -313
2557 8911 -788
7171 3219 657
5541 6104 -581
1987 6742 651
6608 6667 993
5 668 299
2405 3602 89
8615 122 322
2692 5631 -695
135 4198 -981
2486 8484 675
7198 6165 547
312 6167 499
983 4339 462
5500 8929 20
7000 3761 132
6471 4390 857
7718 662 707
126 5627 385
1191 8219 672
5163 6137 739
408 7732 720
692 8486 -473
3658 931 735
1056 7044 777
7144 2108 783
4187 8076 319
6816 3253 366
7026 6945 -137
7358 4879 990
9042 1331 -286
3455 4247 -835
8450 9099 55
6585 86 448
110 6078 -449
6099 8526 2
6684 8974 -390
1834 9298 682
5659 3211 78
1427 6496 330
4441 5173 819
6204 4094 -148
2104 5353 220
2253 2477 -326
3843 684 -725
6979 7948 -474
7604 9354 -154
8666 6337 75
4284 3099 -118
7997 1951 121
4099 8370 -618
1213 748 731
873 1751 -419
8157 9212 -481
6666 1514 -197
2144 6116 -149
5098 895 -214
4130 8802 82
149 2037 907
7407 5952 361
1673 5459 516
6532 2014 -997
5447 4576 -996
6352 1956 260
1571 6341 -675
8535 318 23
8399 8068 -3
5627 2266 683
4246 3418 -285
8953 1625 582
1730 3845 -487
2903 179 708
7511 8091 -529
91 8514 516
6391 8505 -782
8667 7495 15
5120 3686 -35
4469 6840 933
317 3286 -15
5941 1330 -66
129 3276 -121
2781 2625 -574
6835 3508 -55
4738 3680 257
475 6469 -664
8588 2686 -66
188 1952 -771
1938 7757 696
3953 7490 -969
6449 925 -392
8965 1596 -802
5153 8549 362
7912 9053 392
251 2029 -825
6563 4406 154
1973 7295 388
5149 4887 -535
2610 1099 -969
2057 2352 207
1768 8457 -36
3870 4942 -958
2423 4287 506
3136 5704 490
1114 5818 -635
2824 8749 177
6401 544 -413
6119 3418 -431
3601 2644 77
4516 7853 -486
1909 9196 -215
3638 8384 -360
197 8037 889
7617 5764 920
9271 6036 -939
1432 6910 934
2811 2012 611
5306 5911 337
4242 2568 421
3263 118 6
5616 5176 764
5073 8536 47
3282 1666 -993
8933 759 269
8399 3959 675
252 4199 253
1066 6522 371
3621 4926 817
7950 8377 384
3214 65 -269
3135 1684 -732
2396 9125 -760
2925 8137 969
2793 1884 -476
723 6693 725
1271 9031 305
4377 6606 -427
1043 2389 -716
2581 9195 -162
6526 5534 -963
9328 2170 762
1184 8847 378
9135 4093 145
6034 6750 303
526 8522 -206
1271 6241 648
6693 5192 -764
521 6838 629
2461 6672 65
2800 2986 956
4230 5565 354
8194 345 457
747 8081 639
4125 6640 -456
2817 1724 -99
1387 7015 -962
7217 5099 -907
5916 5260 929
7553 4626 438
5519 7976 -119
3631 7954 892
4924 6885 -747
6804 5759 142
7415 2012 -370
140 2848 375
8625 609 -899
3572 6407 -839
8518 6769 -822
7816 750 883
3472 6834 524
803 725 -80
3207 3821 237
2124 2703 -405
2420 8410 -262
4452 584 -393
8560 4497 -948
1960 6672 516
5810 35 -277
7412 886 -204
7751 3680 -536
8765 1538 295
4160 8634 -995
111 1532 240
8797 1626 706
1179 199 -47
194 5432 -563
2941 3904 865
7031 4839 -926
2798 7760 1
4140 9245 -623
9136 8477 -704
8601 528 777
7442 5324 969
8413 7265 747
8119 5448 601
7410 1421 -349
1253 338 -453
6958 6092 201
8811 3057 699
4271 5930 982
7718 8968 -290
1391 4213 -691
47 334 -542
8784 7447 -100
2385 4491 832
9015 7021 98
4367 7941 -373
600 7175 -764
488 9000 231
8834 479 860
4483 4092 -721
8787 1264 426
6082 8843 914
3475 7044 993
6258 6713 -262
6954 5861 961
4293 2476 -854
3700 6199 -85
1116 8162 458
7995 3024 34
454 3861 355
3282 4756 507
4636 821 -980
7566 2429 -331
8603 7509 490
3742 9015 725
6607 2654 562
6941 685 -259
6433 9225 237
2373 4069 281
1327 5655 -345
8062 8862 921
1511 5723 235
8419 8802 -214
2643 7076 610
8203 284 441
8943 6401 -50
2435 5337 483
187 5074 -173
4791 8837 -613
9055 7957 -788
7955 8511 -228
8200 6552 -289
223 7503 575
2210 5292 860
9082 8221 -178
799 6430 191
842 4715 981
8560 3529 597
5192 5845 -456
4482 2931 -394
109 3847 472
5186 5032 -651
5374 4154 -804
8666 6966 -319
1582 4420 -704
1885 2858 700
5145 5652 -176
7618 5320 -56
1486 3066 711
6953 8067 -792
4486 3417 302
7377 57 -429
4292 19 -911
2631 3392 467
2428 9201 406
9271 5530 -327
1628 8408 67
9076 1789 -339
6062 230 -721
3877 2059 4
6979 3133 953
8424 2031 215
8605 2162 156
4474 6393 80
4285 3696 -613
6718 272 -32
2466 6333 -514
3020 681 -315
7544 6905 -281
399 1010 -458
6676 8675 -727
8721 321 519
5494 4193 -549
9 3881 -510
4162 4354 523
5951 6168 -673
590 9257 -142
413 3779 -325
8974 6929 108
1109 5191 -731
4403 4769 55
3176 6612 -740
7741 7982 655
3407 3476 524
5015 479 -624
9187 1231 960
3043 6589 -933
5713 8785 -366
804 3980 574
7072 1799 -455
5658 227 -456
8622 613 286
9144 2818 -377
3349 2140 -175
5071 3084 298
7180 7930 -27
5898 4831 12
5868 1472 -800
1066 6144 870
2086 3210 -12
2772 1394 -272
4057 4162 902
1444 1408 -985
6831 1801 -352
5741 856 683
6259 3426 -862
1476 9243 719
5273 4462 760
3656 3527 -378
3039 3744 -726
8950 2953 599
8233 1270 -881
1601 154 582
5064 4973 17
6309 6218 -392
9297 3149 123
8650 5765 170
2885 7081 -224
6009 3238 806
7725 3565 8
6320 764 548
5513 7164 -517
2900 8869 513
248 3602 -86
1046 4945 -991
7172 906 -187
3495 6277 -61
6790 588 324
8275 2419 -971
4774 217 -103
8279 2911 -734
6080 5278 -172
2178 4665 -594
2593 6329 321
5163 6818 810
4680 1902 445
9257 5843 -463
109 9333 -402
27 8364 -134
8577 3441 488
6953 4788 633
6166 5219 454
9268 3643 -371
3452 5488 -131
6016 150 826
6013 8491 -689
6471 5333 445
7299 3396 5
7290 8252 540
6962 644 96
3383 5506 -642
579 2974 205
7753 8901 -537
1925 146 -787
6074 2218 535
5971 9296 936
127 8112 -272
1751 8486 -153
3962 5403 970
5077 5378 -330
7437 7764 388
983 3432 -351
8025 931 -404
5632 2351 -160
7704 8603 437
6754 5310 -847
3574 6683 510
8963 3689 -632
8369 2719 824
7735 9251 602
595 2980 439
3856 3446 -976
8118 3298 -938
5347 5020 193
7547 1737 -485
7186 4506 980
2831 1093 195
1837 6232 -569
1232 5839 -82
6061 6528 164
254 3508 -499
3091 6513 -456
1447 6886 891
2817 37 -657
3755 619 840
2430 7227 -404
4849 4517 -852
1049 8251 -582
746 6311 112
1479 3840 929
6850 1645 530
2310 6143 698
1358 6665 201
7623 9032 -452
9098 2171 -375
7683 4284 198
1854 6193 -179
9006 6031 -918
8854 1734 822
3234 8732 -589
6646 6264 -618
6993 7798 -768
1602 9044 -21
7098 321 -559
3006 4900 667
6895 7560 831
6009 36 909
6460 4495 892
7937 7275 -204
423 5985 320
6699 7221 866
3355 2999 325
5812 3732 -343
4467 5619 -977
1973 6005 331
8001 4411 -633
6645 5099 -451
499 2281 490
7300 7025 266
6435 1507 -300
5540 3739 -963
1664 3786 -452
8990 1648 -842
9185 3158 77
5022 301 3
5220 1649 -840
7512 101 -50
1982 4877 -61
497 1607 110
2803 2565 256
1650 5833 935
3352 4958 -309
2917 1312 -389
2934 3237 330
963 8163 -950
5353 7211 -460
5236 4673 272
3022 4058 99
2469 6537 -674
5486 277 158
2721 2830 755
3241 6594 -289
9039 343 -714
613 6052 -909
1615 6662 -693
18 1370 431
2336 1278 294
2771 1089 656
6666 6009 787
301 5308 105
485 9166 456
395 180 -853
359 7231 -439
8260 2436 477
991 5147 798
5895 5205 -819
4951 2840 927
116 2693 98
6440 2241 -448
4744 6531 785
3326 3808 427
6855 1768 656
8219 2445 510
6287 6765 901
8974 8662 -9
1076 8489 87
8249 4634 924
324 4215 -89
6314 7690 135
4764 6263 -40
4565 625 -743
888 2713 263
2996 6995 781
7278 1067 -37
963 1644 822
7206 1478 656
5204 8469 -526
140 1206 -423
4908 4358 -624
2525 5298 562
5368 321 -731
1562 8471 428
220 6603 192
6167 5661 33
5847 1362 731
7756 1522 -770
2519 3712 749
1028 4503 123
8606 3266 -143
1076 996 -13
7851 8722 162
983 4678 53
8411 4620 -46
1764 3065 887
2166 936 -525
676 5517 703
5556 941 -170
595 719 -264
1062 2037 113
6771 969 565
5632 9143 -293
4377 8839 -599
4347 3942 830
4498 4120 -873
68 247 487
9214 581 -873
4037 4235 326
7202 4857 401
2919 5238 -535
3321 7939 -38
4321 5944 678
3302 1197 -553
2874 5685 829
3522 3600 -215
3055 3832 -232
3495 1459 401
7186 4001 -812
2895 8603 514
7622 150 -966
5257 4319 -813
423 8198 673
1166 5526 -739
6773 7393 12
3652 2870 -464
4400 5150 446
8888 6981 -763
7360 4129 496
2331 257 756
905 7379 550
7536 2138 337
3194 8637 -906
8156 9127 -197
3302 8392 -765
5448 3027 510
6361 7021 -945
1555 774 -292
4640 1791 -857
6368 3810 -222
2279 5772 153
7308 1272 358
4666 279 90
873 8261 515
2714 4708 -468
2396 8585 870
95 4560 -867
4831 7778 102
4620 6040 -540
1582 6298 -990
8107 3817 405
7570 1060 785
6965 7253 291
6741 1963 -405
1909 7942 814
8103 2037 -773
7491 1398 -331
8513 2235 -563
5028 389 -640
5125 9014 730
1683 9116 -428
3453 642 552
4744 4094 415
2262 2160 -807
7510 7122 594
5748 676 -299
2198 1003 327
2022 768 693
6563 1689 932
1501 7571 691
4580 8737 518
4810 4066 861
525 7545 356
5130 6995 668
4091 6190 141
1893 7785 127
1179 4010 622
3655 2181 -698
1082 2601 773
2853 3802 -251
5677 9129 -165
639 7862 -825
4015 1419 240
2631 8322 -295
5410 1978 -179
3976 6732 -796
6931 6601 113
3387 3376 -61
5246 8256 511
6354 7538 961
3999 4120 54
3375 4358 -543
6246 5902 489
2031 983 313
5417 3548 963
9076 521 183
475 619 97
7634 8647 -263
1735 5819 -683
2300 9335 505
4985 924 886
6116 1488 -196
8611 2568 -733
985 6893 -167
2135 850 708
2217 1252 -738
2737 8513 -542
2541 1665 29
1118 8369 -971
2084 3332 316
9113 6145 -665
1633 2114 285
7704 4522 165
864 908 280
6980 1736 -273
7718 8305 -393
3725 1278 176
2301 4848 128
6809 1768 -126
2118 8984 986
1446 4384 -944
2977 5642 238
7284 5363 645
8479 5469 269
2522 6795 569
2487 3582 -930
4062 1894 -528
5055 4974 -2
2783 3699 683
4668 2898 -731
8165 7717 236
4048 3097 -486
1763 621 -594
2947 496 374
5488 7707 -81
8814 2549 -57
5201 3142 -81
6396 3633 -38
7817 2260 651
1135 2786 120
1213 8730 -488
6073 2931 -935
4314 122 502
6324 3311 -882
9314 7137 -163
2190 5811 237
1714 252 -570
6037 768 -904
5723 5422 933
8748 4755 -957
2508 4993 441
5612 5268 13
3184 5768 -718
1544 2020 280
2483 3282 -235
8813 8094 821
7984 524 -311
9117 1568 430
623 7885 -280
7154 1090 573
8991 6123 -576
5430 8457 -334
5868 1545 152
4916 1677 -115
1882 2692 -107
8906 478 -282
3413 833 771
1788 2672 -295
4218 6251 476
6508 7972 33
1959 1934 763
7694 1459 -390
2768 8991 288
4995 3460 -768
488 7942 -394
384 6128 -511
3797 6242 -567
7724 6794 -133
1104 3976 -406
7844 7647 -832
1670 4787 942
3114 3502 -803
7502 1347 -458
6444 3396 -998
774 6315 -341
3729 3769 -888
1310 7362 485
79 6975 225
6319 5558 -807
7303 6874 -997
1234 28 326
5080 432 181
485 1698 -117
600 3787 419
3916 7271 826
8675 7991 -917
1235 3372 895
1064 930 421
8723 6280 -392
2293 1175 -623
4178 6760 441
5193 5679 741
1200 2115 -909
4554 446 -112
3598 3611 -940
3686 6553 324
5078 8496 -860
6167 415 911
6776 1383 659
3414 2158 316
8812 3825 -287
2320 7763 -235
7099 9216 -332
1451 3844 -458
9188 6885 444
5513 2251 -972
1903 6042 -604
6438 2892 -956
3588 5183 981
813 3533 -470
2658 4763 358
306 5210 173
9003 3204 -668
353 4783 -777
7377 8721 738
9048 1784 238
7138 678 121
2451 4591 -351
8837 8873 286
2492 7015 -628
1761 3679 -63
3673 4783 267
6441 8326 -377
3432 8907 34
5203 7960 742
3554 3906 -134
5257 9091 578
3658 3073 -956
8526 7702 -458
8002 5200 -490
3441 8573 -75
7459 8552 493
281 614 248
6396 4335 707
1569 7577 -9
9097 8224 -177
6820 1565 170
1111 1668 -149
9086 3913 997
5940 4560 515
4899 956 504
2027 6742 165
230 9092 -934
2058 4615 462
9209 5983 -119
3202 3606 -517
8514 6601 903
3664 6746 -541
7019 9035 687
8117 1856 -237
4947 3465 907
3470 8380 -176
8157 6708 -184
3752 9047 -17
1150 563 -946
4047 8335 -79
4830 4511 -71
1224 6666 -11
8691 3755 984
8221 2505 749
2135 6918 -185
5056 5907 961
4850 1608 994
7561 6486 -831
8724 7002 -5
4886 1935 194
8487 7177 856
7543 1164 -70
8712 3100 -684
7556 9117 -354
5247 5284 20
3148 8668 324
2589 3249 -950
5571 5720 -250
6542 6368 701
81 7491 598
8998 4775 -38
5984 5747 807
5013 868 837
3238 9296 999
6741 9044 819
8495 1946 -754
8000 3800 456
7278 2720 -275
3582 1976 -942
3813 3640 498
602 4237 668
3355 8076 348
4506 464 691
4926 5111 -611
8032 5736 -223
2573 7189 853
9131 9293 -530
245 8828 323
7384 8718 157
7964 2284 984
9209 1183 947
8989 1202 -185
7437 5507 297
7352 1265 633
5365 2840 -695
8456 7656 -14
2952 1677 -575
646 6702 -66
6462 7410 269
6433 5600 791
5038 7414 3
4481 7485 882
1444 9205 -683
8801 5920 -747
2174 8887 -321
1879 6774 -722
3586 4135 -310
9176 260 -384
7366 3817 -24
6769 2959 2
7963 3806 -663
4730 352 997
6472 5349 890
3320 2281 -684
4104 1613 -159
4471 4799 285
616 1359 503
935 9236 264
3699 8866 679
8428 8823 264
4628 7979 226
6195 6950 -894
6442 3653 -836
8465 9213 96
1247 6151 -695
5014 8414 -772
2685 7388 560
6353 2721 -514
7874 2280 -805
9066 3819 447
8775 4248 -148
1487 89 813
5337 636 890
7667 2727 -450
3689 5455 329
6093 991 -227
8393 7209 -564
8201 2608 -125
2714 9274 509
2140 4326 157
4913 8605 572
7453 8272 -245
1802 962 -482
5487 7031 88
49 6714 270
7222 4157 -190
1546 5798 -179
7487 8928 -968
1331 1532 -537
690 8528 -673
432 4028 -926
4997 5794 -961
8433 5293 658
6319 7894 364
2530 2518 -766
4597 5862 -239
8588 3490 696
1275 760 498
414 8076 136
6562 235 405
2049 1536 -25
4151 8845 132
4123 6427 -285
1026 706 930
2614 4483 393
402 6650 827
7995 4976 154
874 1337 286
2087 7419 -90
6141 975 901
8654 1024 -486
2694 2938 832
1288 8446 -290
4442 978 601
9115 8809 -857
5549 7845 809
2461 108 399
4835 5949 -910
5010 3367 987
2947 6578 -742
5752 5305 472
7211 8259 128
3829 1556 949
2817 8069 307
659 4575 904
9303 7430 -574
5585 878 -683
1591 2505 279
7151 8488 -217
5650 804 -409
2569 2000 -562
8487 5395 -402
1916 9093 -230
5436 2946 -564
3120 3310 909
3636 3556 -250
3579 8807 477
2927 4668 -513
7811 6393 758
9103 6165 -990
5450 674 -561
7933 8160 904
8939 8917 -441
1461 7214 -352
7318 7273 977
6401 5609 -949
8965 4543 -828
9180 7113 729
3283 5017 85
7511 1314 13
4425 2657 971
7239 4073 -418
2331 3684 -481
9162 3396 506
9295 1351 -249
2670 6222 -618
1926 4533 -745
2084 1351 -473
6074 5293 496
815 3580 681
998 4011 -16
64 5077 523
5582 7872 377
4560 2109 -771
2296 8989 -421
2139 4944 -894
4486 5665 -78
4871 4972 719
3857 8320 -521
1980 7625 -63
3195 6693 83
8529 7551 -596
1298 6139 -464
9255 461 195
6795 1671 -980
5712 8627 -560
1634 8636 -985
1907 2337 986
1895 3585 -298
1979 7062 -18
8492 9182 -894
315 2578 -180
2489 5372 435
1894 757 -814
2148 9290 -553
5268 5978 342
2431 6202 -706
7994 3286 -706
3487 1107 691
2977 2961 -675
7225 4903 88
8839 1572 -551
7559 5643 557
8559 3197 -25
2183 7621 649
7697 9067 -70
8538 5616 526
8986 196 179
6303 7365 572
6546 8888 -843
9195 7395 110
5290 4899 -80
29 6756 -768
4261 1752 -67
6748 6893 -538
2615 1159 368
7630 4896 109
615 4080 -209
4042 7597 410
392 1091 855
5092 7001 -747
3133 6243 -651
7761 1577 -366
2121 3613 0
3920 562 716
5097 2108 132
3183 5320 -38
861 5711 -131
2200 6135 486
745 8102 -402
6001 7428 239
6272 8386 289
6066 7636 804
3938 538 -760
9168 8750 -261
393 1084 2
3523 6044 -929
7863 6323 -206
958 3653 -624
8087 4889 467
854 8374 258
6488 4432 533
7565 546 -701
3353 5709 -315
7620 5765 484
686 9005 -852
3961 521 784
1299 7050 351
5253 8178 -248
8805 472 -957
8717 3477 -192
8165 4739 448
1819 1470 636
2808 8335 86
6196 8716 364
2496 870 61
4851 5088 -1
3638 2215 -135
8548 1110 269
1833 4811 414
3894 4973 382
1210 3170 428
2660 2696 -464
7639 1721 -159
5379 8482 23
6833 4580 -115
1629 1269 -488
2853 6875 -865
7243 4235 221
6053 3704 657
8456 975 645
8183 1968 -306
221 3139 -91
6155 9124 -869
5239 1769 -160
9149 8517 -257
8663 7758 -116
339 5615 -760
391 6344 -761
8003 4484 790
1239 8917 496
6699 4737 756
5432 2035 -216
1296 1205 -600
8961 1285 -362
5135 1864 -741
1391 2029 -23
8581 1408 -877
1473 3667 -693
3167 3525 476
4854 4072 -992
4676 2321 -803
7561 7889 -294
3318 8074 -225
2055 9163 363
3717 8274 998
6608 7493 508
1031 8462 -638
7699 1216 58
9135 3030 580
7097 1789 -240
6202 1356 -997
6834 8022 526
3515 2802 201
3887 123 700
4949 5956 858
671 2412 684
8668 7769 877
3557 7157 375
9161 2500 987
4313 8455 641
8897 3142 412
8867 8327 747
2511 8918 -537
1745 4350 698
3101 3680 451
8451 351 -650
2921 2045 -651
199 94 484
1123 3701 680
4006 5849 224
2137 4089 -352
5454 660 335
3998 6695 811
2170 2091 -28
6497 7131 -181
9239 5272 113
8444 7350 -374
1815 7491 277
7929 6325 670
6849 7482 850
9078 4782 -593
8017 6829 -790
6189 6933 977
1059 9311 -984
7068 212 -753
9213 523 -608
6136 1468 907
4512 7848 846
2842 4248 6
8403 4047 -276
2336 2792 280
350 4405 650
5931 8325 -488
3965 1243 -695
4530 5651 -201
6216 4432 -943
4451 6045 855
4911 7815 -494
4662 3081 72
305 6755 -48
547 6738 -658
6513 8288 -551
5618 3156 504
210 4085 871
8706 4381 993
7386 4211 -532
1706 5525 191
6134 6492 577
3636 2809 891
5857 4495 -195
8767 4875 -569
3663 8261 -307
9123 567 -71
6631 5367 675
2815 1171 -303
2347 8824 -624
5905 5846 -561
4651 595 705
4676 4123 -4
2273 4772 11
3215 608 -123
3346 6982 -335
5999 7515 -216
4839 1313 792
5494 1019 875
5401 4735 -940
7263 1838 541
2792 6419 -845
6968 4516 203
4120 308 808
3268 7468 862
762 7739 389
4757 8162 179
8436 2382 -948
4898 5521 401
8548 5836 -61
2185 1955 -861
8557 4881 -663
4551 1967 944
2822 4524 -641
1218 6203 814
7737 4289 -73
5874 4607 338
6443 6168 750
6977 4376 -841
2309 3026 -744
3096 3415 -763
179 4870 -869
3554 9082 639
8565 5069 -92
6630 1293 -617
8904 6257 -749
3994 8282 198
6007 9232 -472
1941 8308 569
1786 3668 -319
5748 3779 898
5152 9012 984
330 3826 -79
5356 9157 267
5079 8834 356
6315 6518 175
5791 5461 -25
6544 2497 965
6449 3246 -448
8317 5526 -388
3257 5464 -183
3965 8398 906
7804 5386 -983
4036 9085 -326
2926 1039 31
6654 7571 712
7874 8604 -125
3924 2662 -959
3907 5177 27
6724 1797 -595
327 2695 -761
2002 4545 555
2995 4949 22
676 3406 -933
172 8736 828
2757 3153 -773
7035 8282 487
7941 203 202
5139 9132 -754
2010 7777 90
4185 888 -121
515 6979 -366
2459 3595 635
6470 1675 769
1754 630 -739
8125 351 -877
9157 2694 502
1215 1478 -794
84 6596 500
812 7015 56
583 2234 705
6196 8399 788
5679 4858 456
9248 5798 799
6043 4226 -861
8079 7329 191
5376 4026 -784
382 3287 -999
1732 6832 718
6093 6616 831
5089 2716 -521
3989 2263 -299
1817 5576 650
7526 6810 602
4672 3066 336
3422 5177 -886
5561 8789 -576
4851 1612 701
8916 1839 -100
2949 5741 148
6059 8752 1
2813 2030 380
6177 7867 860
1518 391 -900
3312 6653 715
195 7162 973
4434 4844 -977
3259 3987 122
5196 2581 1000
4966 1157 912
2429 6148 107
2783 4004 -28
6033 5029 267
5543 5217 -311
8218 7306 997
3262 2964 -199
1453 2235 318
340 5456 376
3001 447 747
5163 5745 448
6594 2619 -592
8838 7968 -950
6236 4974 203
1830 4155 -730
8829 2281 970
8411 1587 616
2943 3590 82
4235 4956 -296
1811 556 998
3915 2015 -783
508 6766 -8
176 6060 -97
7017 1909 58
4271 3908 342
3781 2828 -319
3397 2873 483
8706 2622 403
2402 4661 956
4710 1298 -121
6350 1903 615
3583 1261 -389
6702 2584 -9
5686 1568 161
6663 7330 407
7718 8947 991
9204 5217 526
7446 2059 -702
3668 5975 744
1011 8784 -707
7563 423 537
4058 7679 -584
510 4876 -598
3336 2758 -881
6191 9331 -414
1871 3600 91
7537 280 751
6351 10 -964
4831 5669 854
4327 2242 -583
6216 154 384
9081 2278 -504
580 5811 457
1323 3678 900
7662 7115 920
7642 6836 989
8539 7624 -810
2329 5713 102
1933 6769 483
7863 7419 -166
677 5824 998
8561 1573 -930
5550 3800 -568
1470 6006 -825
6654 6359 -193
4228 3266 551
8724 976 -302
8549 2771 918
2690 465 594
6761 3750 604
3906 1703 119
5443 3347 -605
8747 3112 -372
8446 9220 -12
941 6118 661
3282 1555 494
4141 1874 651
5492 3958 690
4040 8052 -555
6455 6045 -374
3485 7210 760
757 7293 -436
7356 6662 819
573 4349 -487
439 3181 516
246 2001 378
6521 4707 -448
8863 154 -501
7093 6221 90
6453 3952 -105
579 6445 605
3375 7550 -906
8939 1698 269
3186 4406 115
5695 7432 532
6627 2440 -523
3303 3093 514
4716 5120 821
4719 4632 192
2895 8260 -534
4065 6278 -691
494 3594 300
3121 5513 -849
9146 9332 -316
6104 2987 -591
8040 3289 769
8140 8675 983
2586 7287 818
8280 8618 -484
2235 371 -395
7105 7763 -679
6620 1136 160
662 1465 358
5977 8788 -825
8484 2728 534
9291 7021 -681
2859 6236 406
8015 7455 149
4666 1227 835
2676 1910 -308
5983 9065 215
4222 3481 -62
6254 7624 -609
5347 8716 -143
4051 7764 -186
6523 354 438
8408 288 -281
4784 4926 -413
4098 3423 -334
3466 7642 574
9050 6017 -438
1249 107 332
2792 8856 -858
5770 8612 -973
3061 8486 -742
3300 1259 482
7038 8979 358
8508 1544 695
5435 5158 -887
7644 4465 393
3409 8746 177
5175 4352 311
5860 7936 19
2560 2599 577
6650 3007 971
2286 1862 556
5682 2647 -907
3901 911 -780
5841 7868 -668
8487 8320 -827
2706 5460 -690
5444 5534 759
4107 6377 -966
2107 5473 -604
1097 5747 -668
7098 4639 751
2659 4387 322
8155 5229 190
4183 5695 283
881 2457 -605
3266 6796 568
8395 5417 -345
1937 3896 830
713 1277 -683
1234 8559 86
1391 8042 -557
8124 3997 676
5367 377 302
4459 8798 580
5309 375 903
8033 3685 952
7807 1860 -11
3202 8884 -589
4107 5725 -182
4917 2373 -317
9203 1641 -327
5637 9026 760
5480 4232 448
2760 4639 -437
8402 6493 222
4436 3698 -88
8537 9217 251
2739 8288 144
6338 6973 713
6181 7704 220
2932 6829 -364
7267 6134 990
1656 2672 -641
3485 1087 689
7832 2146 -38
4004 8997 259
8121 3361 224
4177 8560 -302
2727 510 -155
1835 953 746
4914 6985 583
1661 2457 -182
7619 3706 -466
8500 6474 977
3442 5496 -21
7081 2461 926
6518 6312 618
7490 7924 -951
1238 8300 -816
513 2743 109
4197 8725 147
5219 4262 929
4637 4785 -106
2758 7002 -840
3058 9173 -206
4122 145 -981
4046 3923 -284
885 5005 962
2043 789 805
5166 360 342
3507 4299 287
